CheckLevel,Difference,Tolerance,Status,DistrictName,Variable,ReportedValue,RolledValue
School to LEA,0,0,Pass,Laurel School District,EnrollmentBasicK12,279,279
School to LEA,0,0,Pass,Laurel School District,EnrollmentComplex,67,67
School to LEA,0,0,Pass,Laurel School District,EnrollmentIntense,63,63
School to LEA,0,0,Pass,Laurel School District,EnrollmentK3,718,718
School to LEA,0,0,Pass,Laurel School District,EnrollmentPreK,25,25
School to LEA,0,0,Pass,Laurel School District,Grade10Enrollment,199,199
School to LEA,0,0,Pass,Laurel School District,K8Enrollment,1768,1768
School to LEA,0,0,Pass,Laurel School District,LI,965,965
School to LEA,0,0,Pass,Laurel School District,MLL,581,581
School to LEA,0,0,Pass,Laurel School District,RegularEdEnrollment,2065,2065
School to LEA,0,0,Pass,Laurel School District,SpecialEdEnrollment,434,434
School to LEA,0,0.05,Pass,Laurel School District,Units4_12,67.35,67.35
School to LEA,0.01,0.05,Pass,Laurel School District,UnitsBasicK12,33.21,33.22
School to LEA,0,0.05,Pass,Laurel School District,UnitsComplex,25.77,25.77
School to LEA,0,0.05,Pass,Laurel School District,UnitsIntense,10.5,10.5
School to LEA,0,0.05,Pass,Laurel School District,UnitsK3,44.32,44.32
School to LEA,0,0.05,Pass,Laurel School District,UnitsPreK,2.98,2.98
School to LEA,-0,0.05,Pass,Laurel School District,UnitsTotal,190.15,190.15
School to LEA,0,0.05,Pass,Laurel School District,UnitsVocational,12.04,12.04
School to LEA,-0.01,0.05,Pass,Laurel School District,UnitsVocationalDeduct,-6.02,-6.03
School to LEA,0,0,Pass,MOT Charter School,BaseUnitEnrollmentTotal,1390,1390
School to LEA,0,0,Pass,MOT Charter School,Enrollment,1390,1390
School to LEA,0,0,Pass,MOT Charter School,Enrollment4_12,986,986
School to LEA,0,0,Pass,MOT Charter School,EnrollmentBasicK12,85,85
School to LEA,0,0,Pass,MOT Charter School,EnrollmentComplex,10,10
School to LEA,0,0,Pass,MOT Charter School,EnrollmentIntense,36,36
School to LEA,0,0,Pass,MOT Charter School,EnrollmentK3,273,273
School to LEA,0,0,Pass,MOT Charter School,EnrollmentPreK,0,0
School to LEA,0,0,Pass,MOT Charter School,Grade10Enrollment,184,184
School to LEA,0,0,Pass,MOT Charter School,K8Enrollment,689,689
School to LEA,0,0,Pass,MOT Charter School,LI,86,86
School to LEA,0,0,Pass,MOT Charter School,MLL,51,51
School to LEA,0,0,Pass,MOT Charter School,RegularEdEnrollment,1259,1259
School to LEA,0,0,Pass,MOT Charter School,SpecialEdEnrollment,131,131
School to LEA,0,0.05,Pass,MOT Charter School,Units4_12,49.3,49.3
School to LEA,0,0.05,Pass,MOT Charter School,UnitsBasicK12,10.12,10.12
School to LEA,0,0.05,Pass,MOT Charter School,UnitsComplex,3.85,3.85
School to LEA,0,0.05,Pass,MOT Charter School,UnitsIntense,6,6
School to LEA,0,0.05,Pass,MOT Charter School,UnitsK3,16.85,16.85
School to LEA,0,0.05,Pass,MOT Charter School,UnitsPreK,0,0
School to LEA,0,0.05,Pass,MOT Charter School,UnitsTotal,92.33,92.33
School to LEA,0,0.05,Pass,MOT Charter School,UnitsVocational,12.42,12.42
School to LEA,0,0.05,Pass,MOT Charter School,UnitsVocationalDeduct,-6.21,-6.21
School to LEA,0,0,Pass,Milford School District,BaseUnitEnrollmentTotal,4514,4514
School to LEA,0,0,Pass,Milford School District,Enrollment,4514,4514
School to LEA,0,0,Pass,Milford School District,Enrollment4_12,2478,2478
School to LEA,0,0,Pass,Milford School District,EnrollmentBasicK12,441,441
School to LEA,0,0,Pass,Milford School District,EnrollmentComplex,75,75
School to LEA,0,0,Pass,Milford School District,EnrollmentIntense,200,200
School to LEA,0,0,Pass,Milford School District,EnrollmentK3,1286,1286
School to LEA,0,0,Pass,Milford School District,EnrollmentPreK,34,34
School to LEA,0,0,Pass,Milford School District,Grade10Enrollment,286,286
School to LEA,0,0,Pass,Milford School District,K8Enrollment,3211,3211
School to LEA,0,0,Pass,Milford School District,LI,1347,1347
School to LEA,0,0,Pass,Milford School District,MLL,1082,1082
School to LEA,0,0,Pass,Milford School District,RegularEdEnrollment,3764,3764
School to LEA,0,0,Pass,Milford School District,SpecialEdEnrollment,750,750
School to LEA,-0,0.05,Pass,Milford School District,Units4_12,123.9,123.9
School to LEA,-0.01,0.05,Pass,Milford School District,UnitsBasicK12,52.5,52.49
School to LEA,-0.01,0.05,Pass,Milford School District,UnitsComplex,28.85,28.84
School to LEA,0.01,0.05,Pass,Milford School District,UnitsIntense,33.33,33.34
School to LEA,0,0.05,Pass,Milford School District,UnitsK3,79.38,79.38
School to LEA,0,0.05,Pass,Milford School District,UnitsPreK,4.05,4.05
School to LEA,-0.01,0.05,Pass,Milford School District,UnitsTotal,331.64,331.63
School to LEA,0,0.05,Pass,Milford School District,UnitsVocational,19.27,19.27
School to LEA,0,0.05,Pass,Milford School District,UnitsVocationalDeduct,-9.64,-9.64
School to LEA,0,0,Pass,New Castle County Vocational-Technical School District,BaseUnitEnrollmentTotal,4938,4938
School to LEA,0,0,Pass,New Castle County Vocational-Technical School District,Enrollment,4938,4938
School to LEA,0,0,Pass,New Castle County Vocational-Technical School District,Enrollment4_12,4307,4307
School to LEA,0,0,Pass,New Castle County Vocational-Technical School District,EnrollmentBasicK12,457,457
School to LEA,0,0,Pass,New Castle County Vocational-Technical School District,EnrollmentComplex,40,40
School to LEA,0,0,Pass,New Castle County Vocational-Technical School District,EnrollmentIntense,134,134
School to LEA,0,0,Pass,New Castle County Vocational-Technical School District,EnrollmentK3,0,0
School to LEA,0,0,Pass,New Castle County Vocational-Technical School District,EnrollmentPreK,0,0
School to LEA,0,0,Pass,New Castle County Vocational-Technical School District,Grade10Enrollment,1227,1227
School to LEA,0,0,Pass,New Castle County Vocational-Technical School District,K8Enrollment,0,0
School to LEA,0,0,Pass,New Castle County Vocational-Technical School District,LI,1218,1218
School to LEA,0,0,Pass,New Castle County Vocational-Technical School District,MLL,437,437
School to LEA,0,0,Pass,New Castle County Vocational-Technical School District,RegularEdEnrollment,4307,4307
School to LEA,0,0,Pass,New Castle County Vocational-Technical School District,SpecialEdEnrollment,631,631
School to LEA,0,0.05,Pass,New Castle County Vocational-Technical School District,Units4_12,215.35,215.35
School to LEA,-0,0.05,Pass,New Castle County Vocational-Technical School District,UnitsBasicK12,54.4,54.4
School to LEA,0,0.05,Pass,New Castle County Vocational-Technical School District,UnitsComplex,15.38,15.38
School to LEA,-0.01,0.05,Pass,New Castle County Vocational-Technical School District,UnitsIntense,22.33,22.32
School to LEA,0,0.05,Pass,New Castle County Vocational-Technical School District,UnitsK3,0,0
School to LEA,0,0.05,Pass,New Castle County Vocational-Technical School District,UnitsPreK,0,0
School to LEA,-0.03,0.05,Pass,New Castle County Vocational-Technical School District,UnitsTotal,391.01,390.98
School to LEA,0,0.05,Pass,New Castle County Vocational-Technical School District,UnitsVocational,167.1,167.1
School to LEA,-0.02,0.05,Pass,New Castle County Vocational-Technical School District,UnitsVocationalDeduct,-83.55,-83.57
School to LEA,0,0,Pass,Newark Charter School,BaseUnitEnrollmentTotal,3156,3156
School to LEA,0,0,Pass,Newark Charter School,Enrollment,3156,3156
School to LEA,0,0,Pass,Newark Charter School,Enrollment4_12,1951,1951
School to LEA,0,0,Pass,Newark Charter School,EnrollmentBasicK12,225,225
School to LEA,0,0,Pass,Newark Charter School,EnrollmentComplex,46,46
School to LEA,0,0,Pass,Newark Charter School,EnrollmentIntense,59,59
School to LEA,0,0,Pass,Newark Charter School,EnrollmentK3,875,875
School to LEA,0,0,Pass,Newark Charter School,EnrollmentPreK,0,0
School to LEA,0,0,Pass,Newark Charter School,Grade10Enrollment,241,241
School to LEA,0,0,Pass,Newark Charter School,K8Enrollment,2208,2208
School to LEA,0,0,Pass,Newark Charter School,LI,298,298
School to LEA,0,0,Pass,Newark Charter School,MLL,68,68
School to LEA,0,0,Pass,Newark Charter School,RegularEdEnrollment,2826,2826
School to LEA,0,0,Pass,Newark Charter School,SpecialEdEnrollment,330,330
School to LEA,0,0.05,Pass,Newark Charter School,Units4_12,97.55,97.55
School to LEA,0,0.05,Pass,Newark Charter School,UnitsBasicK12,26.79,26.79
School to LEA,0,0.05,Pass,Newark Charter School,UnitsComplex,17.69,17.69
School to LEA,0,0.05,Pass,Newark Charter School,UnitsIntense,9.83,9.83
School to LEA,0,0.05,Pass,Newark Charter School,UnitsK3,54.01,54.01
School to LEA,0,0.05,Pass,Newark Charter School,UnitsPreK,0,0
School to LEA,0,0.05,Pass,Newark Charter School,UnitsTotal,209.91,209.91
School to LEA,0,0.05,Pass,Newark Charter School,UnitsVocational,8.09,8.09
School to LEA,0,0.05,Pass,Newark Charter School,UnitsVocationalDeduct,-4.05,-4.05
School to LEA,0,0,Pass,Odyssey Charter School,BaseUnitEnrollmentTotal,2402,2402
School to LEA,0,0,Pass,Odyssey Charter School,Enrollment,2402,2402
School to LEA,0,0,Pass,Odyssey Charter School,Enrollment4_12,1319,1319
School to LEA,0,0,Pass,Odyssey Charter School,EnrollmentBasicK12,260,260
School to LEA,0,0,Pass,Odyssey Charter School,EnrollmentComplex,17,17
School to LEA,0,0,Pass,Odyssey Charter School,EnrollmentIntense,56,56
School to LEA,0,0,Pass,Odyssey Charter School,EnrollmentK3,750,750
School to LEA,0,0,Pass,Odyssey Charter School,EnrollmentPreK,0,0
School to LEA,0,0,Pass,Odyssey Charter School,Grade10Enrollment,104,104
School to LEA,0,0,Pass,Odyssey Charter School,K8Enrollment,1937,1937
School to LEA,0,0,Pass,Odyssey Charter School,LI,501,501
School to LEA,0,0,Pass,Odyssey Charter School,MLL,332,332
School to LEA,0,0,Pass,Odyssey Charter School,RegularEdEnrollment,2069,2069
School to LEA,0,0,Pass,Odyssey Charter School,SpecialEdEnrollment,333,333
School to LEA,0,0.05,Pass,Odyssey Charter School,Units4_12,65.95,65.95
School to LEA,0,0.05,Pass,Odyssey Charter School,UnitsBasicK12,30.95,30.95
School to LEA,0,0.05,Pass,Odyssey Charter School,UnitsComplex,6.54,6.54
School to LEA,0,0.05,Pass,Odyssey Charter School,UnitsIntense,9.33,9.33
School to LEA,0,0.05,Pass,Odyssey Charter School,UnitsK3,46.3,46.3
School to LEA,0,0.05,Pass,Odyssey Charter School,UnitsPreK,0,0
School to LEA,0,0.05,Pass,Odyssey Charter School,UnitsTotal,162.19,162.19
School to LEA,0,0.05,Pass,Odyssey Charter School,UnitsVocational,6.24,6.24
School to LEA,0,0.05,Pass,Odyssey Charter School,UnitsVocationalDeduct,-3.12,-3.12
School to LEA,0,0,Pass,Polytech School District,BaseUnitEnrollmentTotal,1252,1252
School to LEA,0,0,Pass,Polytech School District,Enrollment,1252,1252
School to LEA,0,0,Pass,Polytech School District,Enrollment4_12,1084,1084
School to LEA,0,0,Pass,Polytech School District,EnrollmentBasicK12,144,144
School to LEA,0,0,Pass,Polytech School District,EnrollmentComplex,6,6
School to LEA,0,0,Pass,Polytech School District,EnrollmentIntense,18,18
School to LEA,0,0,Pass,Polytech School District,EnrollmentK3,0,0
School to LEA,0,0,Pass,Polytech School District,EnrollmentPreK,0,0
School to LEA,0,0,Pass,Polytech School District,Grade10Enrollment,330,330
School to LEA,0,0,Pass,Polytech School District,K8Enrollment,0,0
School to LEA,0,0,Pass,Polytech School District,LI,201,201
School to LEA,0,0,Pass,Polytech School District,MLL,24,24
School to LEA,0,0,Pass,Polytech School District,RegularEdEnrollment,1084,1084
School to LEA,0,0,Pass,Polytech School District,SpecialEdEnrollment,168,168
School to LEA,0,0.05,Pass,Polytech School District,Units4_12,54.2,54.2
School to LEA,0,0.05,Pass,Polytech School District,UnitsBasicK12,17.14,17.14
School to LEA,0,0.05,Pass,Polytech School District,UnitsComplex,2.31,2.31
School to LEA,0,0.05,Pass,Polytech School District,UnitsIntense,3,3
School to LEA,0,0.05,Pass,Polytech School District,UnitsK3,0,0
School to LEA,0,0.05,Pass,Polytech School District,UnitsPreK,0,0
School to LEA,0,0.05,Pass,Polytech School District,UnitsTotal,97.51,97.51
School to LEA,0,0.05,Pass,Polytech School District,UnitsVocational,41.73,41.73
School to LEA,0,0.05,Pass,Polytech School District,UnitsVocationalDeduct,-20.87,-20.87
School to LEA,0,0,Pass,Positive Outcomes Charter School,BaseUnitEnrollmentTotal,117,117
School to LEA,0,0,Pass,Positive Outcomes Charter School,Enrollment,117,117
School to LEA,0,0,Pass,Positive Outcomes Charter School,Enrollment4_12,50,50
School to LEA,0,0,Pass,Positive Outcomes Charter School,EnrollmentBasicK12,27,27
School to LEA,0,0,Pass,Positive Outcomes Charter School,EnrollmentComplex,23,23
School to LEA,0,0,Pass,Positive Outcomes Charter School,EnrollmentIntense,17,17
School to LEA,0,0,Pass,Positive Outcomes Charter School,EnrollmentK3,0,0
School to LEA,0,0,Pass,Positive Outcomes Charter School,EnrollmentPreK,0,0
School to LEA,0,0,Pass,Positive Outcomes Charter School,Grade10Enrollment,26,26
School to LEA,0,0,Pass,Positive Outcomes Charter School,K8Enrollment,32,32
School to LEA,0,0,Pass,Positive Outcomes Charter School,LI,60,60
School to LEA,0,0,Pass,Positive Outcomes Charter School,MLL,0,0
School to LEA,0,0,Pass,Positive Outcomes Charter School,RegularEdEnrollment,50,50
School to LEA,0,0,Pass,Positive Outcomes Charter School,SpecialEdEnrollment,67,67
School to LEA,0,0.05,Pass,Positive Outcomes Charter School,Units4_12,2.5,2.5
School to LEA,0,0.05,Pass,Positive Outcomes Charter School,UnitsBasicK12,3.21,3.21
School to LEA,0,0.05,Pass,Positive Outcomes Charter School,UnitsComplex,8.85,8.85
School to LEA,0,0.05,Pass,Positive Outcomes Charter School,UnitsIntense,2.83,2.83
School to LEA,0,0.05,Pass,Positive Outcomes Charter School,UnitsK3,0,0
School to LEA,0,0.05,Pass,Positive Outcomes Charter School,UnitsPreK,0,0
School to LEA,0,0.05,Pass,Positive Outcomes Charter School,UnitsTotal,17.71,17.71
School to LEA,0,0.05,Pass,Positive Outcomes Charter School,UnitsVocational,0.64,0.64
School to LEA,0,0.05,Pass,Positive Outcomes Charter School,UnitsVocationalDeduct,-0.32,-0.32
School to LEA,0,0,Pass,Providence Creek Academy Charter School,BaseUnitEnrollmentTotal,786,786
School to LEA,0,0,Pass,Providence Creek Academy Charter School,Enrollment,786,786
School to LEA,0,0,Pass,Providence Creek Academy Charter School,Enrollment4_12,313,313
School to LEA,0,0,Pass,Providence Creek Academy Charter School,EnrollmentBasicK12,91,91
School to LEA,0,0,Pass,Providence Creek Academy Charter School,EnrollmentComplex,7,7
School to LEA,0,0,Pass,Providence Creek Academy Charter School,EnrollmentIntense,14,14
School to LEA,0,0,Pass,Providence Creek Academy Charter School,EnrollmentK3,361,361
School to LEA,0,0,Pass,Providence Creek Academy Charter School,EnrollmentPreK,0,0
School to LEA,0,0,Pass,Providence Creek Academy Charter School,Grade10Enrollment,0,0
School to LEA,0,0,Pass,Providence Creek Academy Charter School,K8Enrollment,786,786
School to LEA,0,0,Pass,Providence Creek Academy Charter School,LI,125,125
School to LEA,0,0,Pass,Providence Creek Academy Charter School,MLL,14,14
School to LEA,0,0,Pass,Providence Creek Academy Charter School,RegularEdEnrollment,674,674
School to LEA,0,0,Pass,Providence Creek Academy Charter School,SpecialEdEnrollment,112,112
School to LEA,0,0.05,Pass,Providence Creek Academy Charter School,Units4_12,15.65,15.65
School to LEA,0,0.05,Pass,Providence Creek Academy Charter School,UnitsBasicK12,10.83,10.83
School to LEA,0,0.05,Pass,Providence Creek Academy Charter School,UnitsComplex,2.69,2.69
School to LEA,0,0.05,Pass,Providence Creek Academy Charter School,UnitsIntense,2.33,2.33
School to LEA,0,0.05,Pass,Providence Creek Academy Charter School,UnitsK3,22.28,22.28
School to LEA,0,0.05,Pass,Providence Creek Academy Charter School,UnitsPreK,0,0
School to LEA,0,0.05,Pass,Providence Creek Academy Charter School,UnitsTotal,53.95,53.95
School to LEA,0,0.05,Pass,Providence Creek Academy Charter School,UnitsVocational,0.34,0.34
School to LEA,0,0.05,Pass,Providence Creek Academy Charter School,UnitsVocationalDeduct,-0.17,-0.17
School to LEA,0,0,Pass,Red Clay Consolidated School District,BaseUnitEnrollmentTotal,14335,14335
School to LEA,0,0,Pass,Red Clay Consolidated School District,Enrollment,14335,14335
School to LEA,0,0,Pass,Red Clay Consolidated School District,Enrollment4_12,7434,7434
School to LEA,0,0,Pass,Red Clay Consolidated School District,EnrollmentBasicK12,1626,1626
School to LEA,0,0,Pass,Red Clay Consolidated School District,EnrollmentComplex,769,769
School to LEA,0,0,Pass,Red Clay Consolidated School District,EnrollmentIntense,633,633
School to LEA,0,0,Pass,Red Clay Consolidated School District,EnrollmentK3,3745,3745
School to LEA,0,0,Pass,Red Clay Consolidated School District,EnrollmentPreK,128,128
School to LEA,0,0,Pass,Red Clay Consolidated School District,Grade10Enrollment,851,851
School to LEA,0,0,Pass,Red Clay Consolidated School District,K8Enrollment,10524,10524
School to LEA,0,0,Pass,Red Clay Consolidated School District,LI,4131,4131
School to LEA,0,0,Pass,Red Clay Consolidated School District,MLL,2294,2294
School to LEA,0,0,Pass,Red Clay Consolidated School District,RegularEdEnrollment,11179,11179
School to LEA,0,0,Pass,Red Clay Consolidated School District,SpecialEdEnrollment,3156,3156
School to LEA,0,0.05,Pass,Red Clay Consolidated School District,Units4_12,371.7,371.7
School to LEA,-0.01,0.05,Pass,Red Clay Consolidated School District,UnitsBasicK12,193.57,193.56
School to LEA,-0.02,0.05,Pass,Red Clay Consolidated School District,UnitsComplex,295.77,295.75
School to LEA,0,0.05,Pass,Red Clay Consolidated School District,UnitsIntense,105.5,105.5
School to LEA,0.01,0.05,Pass,Red Clay Consolidated School District,UnitsK3,231.17,231.18
School to LEA,0,0.05,Pass,Red Clay Consolidated School District,UnitsPreK,15.24,15.24
School to LEA,-0.04,0.05,Pass,Red Clay Consolidated School District,UnitsTotal,1238.46,1238.42
School to LEA,0,0.05,Pass,Red Clay Consolidated School District,UnitsVocational,51.02,51.02
School to LEA,-0.02,0.05,Pass,Red Clay Consolidated School District,UnitsVocationalDeduct,-25.51,-25.53
School to LEA,0,0,Pass,Seaford School District,BaseUnitEnrollmentTotal,3631,3631
School to LEA,0,0,Pass,Seaford School District,Enrollment,3631,3631
School to LEA,0,0,Pass,Seaford School District,Enrollment4_12,1992,1992
School to LEA,0,0,Pass,Seaford School District,EnrollmentBasicK12,289,289
School to LEA,0,0,Pass,Seaford School District,EnrollmentComplex,130,130
School to LEA,0,0,Pass,Seaford School District,EnrollmentIntense,132,132
School to LEA,0,0,Pass,Seaford School District,EnrollmentK3,1050,1050
School to LEA,0,0,Pass,Seaford School District,EnrollmentPreK,38,38
School to LEA,0,0,Pass,Seaford School District,Grade10Enrollment,243,243
School to LEA,0,0,Pass,Seaford School District,K8Enrollment,2609,2609
School to LEA,0,0,Pass,Seaford School District,LI,1349,1349
School to LEA,0,0,Pass,Seaford School District,MLL,1110,1110
School to LEA,0,0,Pass,Seaford School District,RegularEdEnrollment,3042,3042
School to LEA,0,0,Pass,Seaford School District,SpecialEdEnrollment,589,589
School to LEA,0,0.05,Pass,Seaford School District,Units4_12,99.6,99.6
School to LEA,-0.01,0.05,Pass,Seaford School District,UnitsBasicK12,34.4,34.39
School to LEA,-0.02,0.05,Pass,Seaford School District,UnitsComplex,50,49.98
School to LEA,0,0.05,Pass,Seaford School District,UnitsIntense,22,22
School to LEA,0.01,0.05,Pass,Seaford School District,UnitsK3,64.81,64.82
School to LEA,0,0.05,Pass,Seaford School District,UnitsPreK,4.52,4.52
School to LEA,-0.02,0.05,Pass,Seaford School District,UnitsTotal,282.29,282.27
School to LEA,0,0.05,Pass,Seaford School District,UnitsVocational,13.93,13.93
School to LEA,-0,0.05,Pass,Seaford School District,UnitsVocationalDeduct,-6.97,-6.97
School to LEA,0,0,Pass,Smyrna School District,BaseUnitEnrollmentTotal,5721,5721
School to LEA,0,0,Pass,Smyrna School District,Enrollment,5721,5721
School to LEA,0,0,Pass,Smyrna School District,Enrollment4_12,3303,3303
School to LEA,0,0,Pass,Smyrna School District,EnrollmentBasicK12,482,482
School to LEA,0,0,Pass,Smyrna School District,EnrollmentComplex,249,249
School to LEA,0,0,Pass,Smyrna School District,EnrollmentIntense,317,317
School to LEA,0,0,Pass,Smyrna School District,EnrollmentK3,1343,1343
School to LEA,0,0,Pass,Smyrna School District,EnrollmentPreK,27,27
School to LEA,0,0,Pass,Smyrna School District,Grade10Enrollment,432,432
School to LEA,0,0,Pass,Smyrna School District,K8Enrollment,3855,3855
School to LEA,0,0,Pass,Smyrna School District,LI,1213,1213
School to LEA,0,0,Pass,Smyrna School District,MLL,225,225
School to LEA,0,0,Pass,Smyrna School District,RegularEdEnrollment,4646,4646
School to LEA,0,0,Pass,Smyrna School District,SpecialEdEnrollment,1075,1075
School to LEA,-0,0.05,Pass,Smyrna School District,Units4_12,165.15,165.15
School to LEA,0.02,0.05,Pass,Smyrna School District,UnitsBasicK12,57.38,57.4
School to LEA,-0.01,0.05,Pass,Smyrna School District,UnitsComplex,95.77,95.76
School to LEA,0.01,0.05,Pass,Smyrna School District,UnitsIntense,52.83,52.84
School to LEA,-0.01,0.05,Pass,Smyrna School District,UnitsK3,82.9,82.89
School to LEA,0,0.05,Pass,Smyrna School District,UnitsPreK,3.21,3.21
School to LEA,0.01,0.05,Pass,Smyrna School District,UnitsTotal,476.06,476.07
School to LEA,0,0.05,Pass,Smyrna School District,UnitsVocational,37.65,37.65
School to LEA,0,0.05,Pass,Smyrna School District,UnitsVocationalDeduct,-18.83,-18.83
School to LEA,0,0,Pass,Sussex Academy,BaseUnitEnrollmentTotal,1190,1190
School to LEA,0,0,Pass,Sussex Academy,Enrollment,1190,1190
School to LEA,0,0,Pass,Sussex Academy,Enrollment4_12,913,913
School to LEA,0,0,Pass,Sussex Academy,EnrollmentBasicK12,93,93
School to LEA,0,0,Pass,Sussex Academy,EnrollmentComplex,0,0
School to LEA,0,0,Pass,Sussex Academy,EnrollmentIntense,10,10
School to LEA,0,0,Pass,Sussex Academy,EnrollmentK3,174,174
School to LEA,0,0,Pass,Sussex Academy,EnrollmentPreK,0,0
School to LEA,0,0,Pass,Sussex Academy,Grade10Enrollment,141,141
School to LEA,0,0,Pass,Sussex Academy,K8Enrollment,666,666
School to LEA,0,0,Pass,Sussex Academy,LI,81,81
School to LEA,0,0,Pass,Sussex Academy,MLL,46,46
School to LEA,0,0,Pass,Sussex Academy,RegularEdEnrollment,1087,1087
School to LEA,0,0,Pass,Sussex Academy,SpecialEdEnrollment,103,103
School to LEA,0,0.05,Pass,Sussex Academy,Units4_12,45.65,45.65
School to LEA,0,0.05,Pass,Sussex Academy,UnitsBasicK12,11.07,11.07
School to LEA,0,0.05,Pass,Sussex Academy,UnitsComplex,0,0
School to LEA,0,0.05,Pass,Sussex Academy,UnitsIntense,1.67,1.67
School to LEA,0,0.05,Pass,Sussex Academy,UnitsK3,10.74,10.74
School to LEA,0,0.05,Pass,Sussex Academy,UnitsPreK,0,0
School to LEA,0,0.05,Pass,Sussex Academy,UnitsTotal,70.65,70.65
School to LEA,0,0.05,Pass,Sussex Academy,UnitsVocational,3.05,3.05
School to LEA,0,0.05,Pass,Sussex Academy,UnitsVocationalDeduct,-1.53,-1.53
School to LEA,0,0,Pass,Sussex Montessori School,BaseUnitEnrollmentTotal,392,392
School to LEA,0,0,Pass,Sussex Montessori School,Enrollment,392,392
School to LEA,0,0,Pass,Sussex Montessori School,Enrollment4_12,124,124
School to LEA,0,0,Pass,Sussex Montessori School,EnrollmentBasicK12,11,11
School to LEA,0,0,Pass,Sussex Montessori School,EnrollmentComplex,13,13
School to LEA,0,0,Pass,Sussex Montessori School,EnrollmentIntense,17,17
School to LEA,0,0,Pass,Sussex Montessori School,EnrollmentK3,227,227
School to LEA,0,0,Pass,Sussex Montessori School,EnrollmentPreK,0,0
School to LEA,0,0,Pass,Sussex Montessori School,Grade10Enrollment,0,0
School to LEA,0,0,Pass,Sussex Montessori School,K8Enrollment,392,392
School to LEA,0,0,Pass,Sussex Montessori School,LI,133,133
School to LEA,0,0,Pass,Sussex Montessori School,MLL,25,25
School to LEA,0,0,Pass,Sussex Montessori School,RegularEdEnrollment,351,351
School to LEA,0,0,Pass,Sussex Montessori School,SpecialEdEnrollment,41,41
School to LEA,0,0.05,Pass,Sussex Montessori School,Units4_12,6.2,6.2
School to LEA,0,0.05,Pass,Sussex Montessori School,UnitsBasicK12,1.31,1.31
School to LEA,0,0.05,Pass,Sussex Montessori School,UnitsComplex,5,5
School to LEA,0,0.05,Pass,Sussex Montessori School,UnitsIntense,2.83,2.83
School to LEA,0,0.05,Pass,Sussex Montessori School,UnitsK3,14.01,14.01
School to LEA,0,0.05,Pass,Sussex Montessori School,UnitsPreK,0,0
School to LEA,0,0.05,Pass,Sussex Montessori School,UnitsTotal,29.35,29.35
School to LEA,0,0.05,Pass,Sussex Montessori School,UnitsVocational,0,0
School to LEA,0,0.05,Pass,Sussex Montessori School,UnitsVocationalDeduct,0,0
School to LEA,0,0,Pass,Sussex Technical School District,BaseUnitEnrollmentTotal,1349,1349
School to LEA,0,0,Pass,Sussex Technical School District,Enrollment,1349,1349
School to LEA,0,0,Pass,Sussex Technical School District,Enrollment4_12,1170,1170
School to LEA,0,0,Pass,Sussex Technical School District,EnrollmentBasicK12,115,115
School to LEA,0,0,Pass,Sussex Technical School District,EnrollmentComplex,13,13
School to LEA,0,0,Pass,Sussex Technical School District,EnrollmentIntense,51,51
School to LEA,0,0,Pass,Sussex Technical School District,EnrollmentK3,0,0
School to LEA,0,0,Pass,Sussex Technical School District,EnrollmentPreK,0,0
School to LEA,0,0,Pass,Sussex Technical School District,Grade10Enrollment,341,341
School to LEA,0,0,Pass,Sussex Technical School District,K8Enrollment,0,0
School to LEA,0,0,Pass,Sussex Technical School District,LI,282,282
School to LEA,0,0,Pass,Sussex Technical School District,MLL,139,139
School to LEA,0,0,Pass,Sussex Technical School District,RegularEdEnrollment,1170,1170
School to LEA,0,0,Pass,Sussex Technical School District,SpecialEdEnrollment,179,179
School to LEA,0,0.05,Pass,Sussex Technical School District,Units4_12,58.5,58.5
School to LEA,0,0.05,Pass,Sussex Technical School District,UnitsBasicK12,13.69,13.69
School to LEA,0,0.05,Pass,Sussex Technical School District,UnitsComplex,5,5
School to LEA,0,0.05,Pass,Sussex Technical School District,UnitsIntense,8.5,8.5
School to LEA,0,0.05,Pass,Sussex Technical School District,UnitsK3,0,0
School to LEA,0,0.05,Pass,Sussex Technical School District,UnitsPreK,0,0
School to LEA,0,0.05,Pass,Sussex Technical School District,UnitsTotal,108.17,108.17
School to LEA,0,0.05,Pass,Sussex Technical School District,UnitsVocational,44.97,44.97
School to LEA,0,0.05,Pass,Sussex Technical School District,UnitsVocationalDeduct,-22.49,-22.49
School to LEA,0,0,Pass,Woodbridge School District,BaseUnitEnrollmentTotal,2603,2603
School to LEA,0,0,Pass,Woodbridge School District,Enrollment,2603,2603
School to LEA,0,0,Pass,Woodbridge School District,Enrollment4_12,1393,1393
School to LEA,0,0,Pass,Woodbridge School District,EnrollmentBasicK12,197,197
School to LEA,0,0,Pass,Woodbridge School District,EnrollmentComplex,83,83
School to LEA,0,0,Pass,Woodbridge School District,EnrollmentIntense,276,276
School to LEA,0,0,Pass,Woodbridge School District,EnrollmentK3,652,652
School to LEA,0,0,Pass,Woodbridge School District,EnrollmentPreK,2,2
School to LEA,0,0,Pass,Woodbridge School District,Grade10Enrollment,198,198
School to LEA,0,0,Pass,Woodbridge School District,K8Enrollment,1852,1852
School to LEA,0,0,Pass,Woodbridge School District,LI,862,862
School to LEA,0,0,Pass,Woodbridge School District,MLL,483,483
School to LEA,0,0,Pass,Woodbridge School District,RegularEdEnrollment,2045,2045
